    652180290025CONJ AEG S-75568 KG                                             1826,56      ,00  2895,00  2010 11 20A
    652280290015FRIGCO AEG SU-96043 6I                                           370,86      ,00   605,00  2010 11 20A
    652380290040CONH AEG AN-91250 5I                                             520,57      ,00   860,00  2010 11 20A
    652580290015FRIGCO AEG SZ-91200 6I                                           463,07      ,00   755,00  2010 11 20A
    652680290045CONV AEG A-60120 GS4                                             297,60      ,00   480,00  2010 11 20A
    653580290080LAVJS AEG F-64760 M                                              519,41      ,00   795,00  2010 11 20A
    653980290080LAVJS AEG F-65511 VI                                             568,39      ,00   899,00  2010 11 20A
    654580680015FRIGCO EDESA ROMAN F-08                                          176,44   269,00      ,00  2010 11 20A
    655283300015FRIGCO ZANUSSI ZRA-940 VX                                        504,47   779,00      ,00  2010 11 20A
    655383300015FRIGCO ZANUSSI ZRG-616 CW                                        182,93   285,00      ,00  2010 11 20A
    655483300020FRIG2 ZANUSSI ZRT-332 W                                          333,34   490,00      ,00  2010 11 20A
    655583300020FRIG2 ZANUSSI ZRT-332 X                                          422,66   630,00      ,00  2010 11 20A
    655683300020FRIG2 ZANUSSI ZRT-627 W                                          299,04   445,00      ,00  2010 11 20A
    655783300020FRIG2 ZANUSSI ZRT-623 W                                          271,01   400,00      ,00  2010 11 20A
    656283300030FRIGC ZANUSSI ZRB-940 VXL                                        528,21   820,00      ,00  2010 11 20A
    656383300045CONV ZANUSSI ZFU-630 MX                                          574,19   850,00      ,00  2010 11 20A
    656683300080LAVJS ZANUSSI ZDT-111                                            339,24   545,00      ,00  2010 11 20A
    656783300080LAVJS ZANUSSI ZDT-431                                            434,12   700,00      ,00  2010 11 20A
    657183300160CAMP ZANUSSI ZHT-630 X                                            61,80    95,00      ,00  2010 11 20A
    657283300160CAMP ZANUSSI ZHC-7131 X                                          135,20   210,00      ,00  2010 11 20A
    657383300160CAMP ZANUSSI ZHT-630 W                                            58,62    89,00      ,00  2010 11 20A
    657483300580ACC. ZANUSSI KIT VAPOR                                           110,70   175,00      ,00  2010 11 20A
    657680750068LAVAD-SECAD FAGOR FS-3612                                        458,29   709,00      ,00& 2010 11 20A
    658680750045CONV FAGOR ZFA-101                                               246,73   379,00      ,00& 2010 11 20A
    658880680030FRIGC EDESA METAL F-674                                          496,42   755,00      ,00  2010 11 20A
    658980680030FRIGC EDESA METAL F-631                                          445,69   679,00      ,00  2010 11 20A
    659281890406TELEF NOKIA N-97 (LIBRE)      BLANCO                             491,09      ,00   609,00& 2010 11 20A
    659381420610IMPRESORA LEXMARK X6650       MULTIFUNCION (0020R1001)            83,21      ,00    99,00& 2010 11 20A
    659584970619TAPA OBJETIVO NIKON LC-52     (DIAMETRO 52) (168558)               4,11      ,00      ,00  2010 11 20A
    660984970335KIT FOTO NIKON D-60/OBJ AFS-DX18-55GII.LIB.2GB+EST(999D6015)        ,00      ,00      ,00  2010 11 20A
    661181420615CT. NEGRO LEXMARK N§ 36       (018C2130E)                         14,30      ,00    19,90  2010 11 20A
    661281420615CT. COLOR LEXMARK N§ 37       (018C2160E)                         14,62      ,00    21,90  2010 11 20A
    661480680050LAVAF EDESA ROMAN L-1018                                         278,93   425,00      ,00  2010 11 20A
    661580680060LAVAS EDESA ROMAN LT-1005                                        262,16   399,00      ,00  2010 11 20A
    661680680060LAVAS EDESA ROMAN LT-805                                         249,25   385,00      ,00  2010 11 20A
    661780680068LAVAD-SECAD EDESA METAL       LS-1226                            488,07   749,00      ,00  2010 11 20A
    661880680068LAVAD-SECAD EDESA ROMAN       LS-1226                            404,17   619,00      ,00  2010 11 20A
    661980680068LAVAD-SECAD EDESA ROMAN       LSI-1246                           468,71   719,00      ,00  2010 11 20A
    662180680080LAVJS EDESA SPORT V-035                                          281,52   435,00      ,00  2010 11 20A
    662280680080LAVJS EDESA ROMAN V-035                                          281,52   435,00      ,00  2010 11 20A
    662380680080LAVJS EDESA METAL V-065 X                                        326,71   499,00      ,00  2010 11 20A
    662480680080LAVJS EDESA POP V-035                                            281,52   435,00      ,00  2010 11 20A
    662580680100HORNO EDESA METAL H-160 X                                        208,68   319,00      ,00  2010 11 20A
    662680680100HORNO EDESA METAL H-150 X                                        199,64   305,00      ,00  2010 11 20A
    662780680113ENCIM VITRO EDESA ROMAN       VT-330 S                           212,54   325,00      ,00  2010 11 20A
    662880680113ENCIM VITRO EDESA METAL       VT-32 S                            189,32   289,00      ,00  2010 11 20A
    662980680115ENCIM INDUC EDESA ROMAN       I-33 S                             328,73   505,00      ,00  2010 11 20A
    663080680115ENCIM INDUC EDESA SPORT       I-33 S                             328,73   505,00      ,00  2010 11 20A
    663180680115ENCIM INDUC EDESA ROMAN       IM-23 S                            290,01   445,00      ,00  2010 11 20A
    663280680115ENCIM INDUC EDESA METAL       IM-23 S                            286,13   439,00      ,00  2010 11 20A
    663380680080LAVJS EDESA ROMAN V-065                                          294,43   455,00      ,00  2010 11 20A
    663480680080LAVJS EDESA METAL V-035 X                                        272,95   399,00      ,00& 2010 11 20A
    663682600290PROTECTOR PANTALLA SONY       PC-KLH3 AM                           9,39      ,00      ,00  2010 11 20A
    663970009119BANNER NAVAS 10001            (600X1840 MM)                       14,90      ,00      ,00& 2010 11 20A
    664070009119XEC PROMOCIO MILAR-MOVISTAR   20 EUROS VALIDO HASTA 30/06/09        ,01      ,00      ,00  2010 11 20A
    664799990685E-BOOK ILIBER BLANCO                                             187,46      ,00   230,90  2010 11 20A
    664899990685E-BOOK ILIBER NEGRO                                              187,46      ,00   230,90  2010 11 20A
    664990540020FRIG2 LIEBHERR CTP-3213-21001                                    368,55      ,00   560,00  2010 11 20A
    666282890030FRIGC BOSCH KGN-36X76                                            535,21      ,00   818,00  2010 11 20A
    666382770100HORNO TEKA HE-510 BLANCO      (41509011)                         143,73      ,00   221,00  2010 11 20A
    666880750060LAVAS FAGOR FT-4127 D                                            443,94   695,00      ,00  2010 11 20A
    666980750060LAVAS FAGOR FT-3107 N                                            402,94   625,00      ,00  2010 11 20A
    667080750060LAVAS FAGOR FT-3106 D                                            399,93   625,00      ,00  2010 11 20A
    667180750080LAVJS FAGOR ES-30 X                                              487,94   759,00      ,00  2010 11 20A
    667280750080LAVJS FAGOR ES-30                                                443,94   685,00      ,00  2010 11 20A
    667380750080LAVJS FAGOR ES-28 X                                              456,50   709,00      ,00  2010 11 20A
    667481950060LAVAS OTSEIN HOOVER LTD-1084 D(EX)                               359,99   559,00      ,00& 2010 11 20A
    667687600680CABLE TECHLINK BTXL-15030     (VGA-VGA 3MT)                       16,99      ,00    28,25  2010 11 20A
    667784080680SOPORTE MURAL BTECH BT7518S   (VESA 75/100 20"/23KG PLATA)        16,84      ,00    30,50& 2010 11 20A
    667882600310RECEPTOR SONY STR-DH100                                          160,71      ,00      ,00  2010 11 20A
    668182600335CAM-FOTO SONY DSC-HX1                                            307,51      ,00   430,00  2010 11 20A
    668281820630JGO NINTENDO WII SPORT RESORT/MOTION PLUS REF.2126141             31,42      ,00    49,90& 2010 11 20A
    668782770580FILTRO CARBON TEKA C5C        (61801258)                           5,73      ,00     9,00  2010 11 20A
    668882770580GRIFO TEKA MZ BLAK            (41027002)                         107,79      ,00   169,00  2010 11 20A
    668982770580GRIFO TEKA IN CROMO           (41001000)                          36,74      ,00    60,00  2010 11 20A
    669082770580SET TEKA 2/B DI 70                                                36,99      ,00    58,00  2010 11 20A
    669182770580SET TEKA 2/C DI 90                                                36,99      ,00    58,00  2010 11 20A
    669282770580SET TEKA 2/D DI 110                                               47,84      ,00    75,00  2010 11 20A
    669382100030FRIGC WHIRLPOOL WBE-3321 NF W (EX)                               330,41   499,00      ,00& 2010 11 20A
    669582770015FRIGCO TEKA TKI-300           (40693300)                         483,39      ,00   726,00  2010 11 20A
    669980200113ENCIM VITRO BALAY 3EB-718 FP                                     293,43      ,00   449,00  2010 11 20A
    670182770045CONV TEKA TGI-200 NF          (40694400)                         586,08      ,00   887,00  2010 11 20A
    670982770068LAVAD-SECAD TEKA LSI4-1400 E  (40821015)                         639,25      ,00   995,00  2010 11 20A
    671082770100HORNO TEKA HA-823 INOX        (41550610)                         241,96      ,00   375,00  2010 11 20A
    671182770100HORNO TEKA HC-490 ME NEGRO    (41502003)                         146,93      ,00   226,00  2010 11 20A
    671282770100HORNO TEKA HE-510 ES BLANCO   (41519031)                         190,93      ,00   289,00  2010 11 20A
    671382770100HORNO TEKA HE-735 INOX        (41523010)                         244,63      ,00   395,00  2010 11 20A
    671482770100HORNO TEKA HE-535 INOX        (41509010)                         166,06      ,00   256,00& 2010 11 20A
    671882770100HORNO TEKA HE-720 NEGRO       (41523013)                         241,96      ,00   375,00  2010 11 20A
    671982770100HORNO TEKA HE-610 NEGRO       (41516013)                         178,17      ,00   275,00  2010 11 20A
    672082770100HORNO TEKA HE-610 BLANCO      (41516011)                         178,17      ,00   275,00  2010 11 20A
    672182770100HORNO TEKA HE-510 NEGRO       (41509013)                         143,73      ,00   221,00  2010 11 20A
    672281820630JGO NINTENDO NDS POKEMON      PLATINO    REF.1833741              27,35      ,00    39,90& 2010 11 20A
    672681820630JGO NINTENDO NDS STYLE        BOUTIQUE (1834341)                  27,35      ,00    39,90& 2010 11 20A
    672782770102HORNOPI TEKA HPE-735 INOX     (41594320)                         342,60      ,00   555,00  2010 11 20A
    672882770102HORNOPI TEKA HPA-840 INOX     (41594210)                         414,16      ,00   645,00  2010 11 20A
    672982770102HORNOPI TEKA HPE-635 INOX     (41594310)                         318,50      ,00   495,00  2010 11 20A
    673082770105MICRON TEKA TMW-18 BI NEGRO   (40580003)                         136,72      ,00   210,00  2010 11 20A
    673282770105MICRON TEKA TMW-17 XG INOX    (40590040)                          65,29      ,00    98,00  2010 11 20A
    673381820635WII MOTION PLUS               REF. 2111866                        14,24      ,00    19,90& 2010 11 20A
    673482770105MICRON TEKA TMW-20.2 BI NEGRO (40580503)                         177,54      ,00   274,00  2010 11 20A
    673582770110ENCIM TEKA CGC-4G AI AL BUTANO(10205019)                         220,05      ,00   345,00  2010 11 20A
    673682770110ENCIM TEKA CGC-4G AI AL       NATURAL (10205219)                 220,05      ,00   345,00  2010 11 20A
    673782770110ENCIM TEKA CG-1 4G AI AL INOX BUT (10205083)                     239,19      ,00   375,00  2010 11 20A
    673882770110ENCIM TEKA CG-1 4G AI AL NAT  INOX (10205283)                    239,19      ,00   375,00& 2010 11 20A
    673982770110ENCIM TEKA EM-60 4G AI AL BUT (10209053)                         130,75      ,00   205,00  2010 11 20A
    674082770110ENCIM TEKA EM-60 4G AI AL NAT (10209253)                         130,75      ,00   205,00& 2010 11 20A
    674182770110ENCIM TEKA E/60.2 4G AL BUT                                      108,42      ,00   170,00  2010 11 20A
    674282770110ENCIM TEKA E/60.2 4G AL NAT                                      108,42      ,00   170,00  2010 11 20A
    674382770110ENCIM TEKA E/60.2 3G 1P AL BUT                                   120,78      ,00   185,00  2010 11 20A
    674482770110ENCIM TEKA E/60.2 3G AL 1P NAT                                   120,78      ,00   185,00  2010 11 20A
    674582770110ENCIM TEKA HLX-50 4G AL BUT   (50 CMS)(40229050)                  98,87      ,00   155,00& 2010 11 20A
    674682770110ENCIM TEKA HLX-50 4G AL NAT   (40229250)                          98,87      ,00   155,00& 2010 11 20A
    674782770110ENCIM TEKA EM-30 2G AL BUT    (10209051)                          71,44      ,00   112,00  2010 11 20A
    674882770110ENCIM TEKA EM-30 2G AL NAT    (10209251)                          71,44      ,00   120,00  2010 11 20A
    674982770113ENCIM VITRO TEKA TRS-635      (10208062)                         235,58      ,00   365,00  2010 11 20A
    675082770113ENCIM VITRO TEKA TRS-645      (10208064)                         235,58      ,00   365,00  2010 11 20A
    675182770113ENCIM VITRO TEKA VTC-B ES     (10208060)                         143,09      ,00   220,00  2010 11 20A
    675282770113ENCIM VITRO TEKA VT-CM 30 2P  (10208049)                         148,20      ,00   228,00  2010 11 20A
    675382770115ENCIM INDUC TEKA IRS-645      (10208063)                         446,17      ,00   695,00  2010 11 20A
    675482770115ENCIM INDUC TEKA IR-831       (10208059)                         442,88      ,00   690,00  2010 11 20A
    675882770160CAMP TEKA CS-6000 NEGRO       (40447007)                          87,61      ,00   133,00  2010 11 20A
    675982770160CAMP TEKA C-620 NEGRO         (40465508)                          76,76      ,00   116,00& 2010 11 20A
    676082770160CAMP TEKA C-610 NEGRO         (40461518)                          59,55      ,00    89,00  2010 11 20A
    676382770160CAMP TEKA DHB-70 INOX         (40487101)                         266,84      ,00   414,00  2010 11 20A
    676482770160CAMP TEKA DHB-90 INOX         (40487102)                         278,31      ,00   432,00  2010 11 20A
    676682410050LAVAF SIEMENS WM-10 E 48 XEP  (EX) (INOX)                        379,86   579,00      ,00  2010 11 20A
    676782770160CAMP TEKA NR-1 89 BLANCA      1 MOTOR (40457310)                  84,41      ,00   128,00  2010 11 20A
    676882770160CAMP TEKA NR-1 89 BLANCA      2 MOTORES (40457320)               106,74      ,00   163,00  2010 11 20A
    676982770160CAMP TEKA GF-2 NEGRO          (40446219)                          90,79      ,00   138,00  2010 11 20A
    677082770160CAMP TEKA TL1-62 NEGRA        (40474232)                          60,19      ,00    90,00  2010 11 20A
    677182770164FREGA TEKA BE LINEA R15 40.40                                    139,00      ,00   247,00  2010 11 20A
    677282770164FREGA TEKA BE LINEA R15 34.40                                    132,25      ,00   235,00  2010 11 20A
    677382770164FREGA TEKA BE 45.50                                               71,47      ,00   127,00  2010 11 20A
    677482770164FREGA TEKA COMPACT 1C         ARENA-BEIGE                        109,75      ,00   195,00  2010 11 20A
    677682770164FREGA TEKA FRAME 1C INOX      (40180500)                         254,93      ,00   453,00  2010 11 20A
    677782770164FREGA TEKA FRAME 1C 1E IZ                                        285,33      ,00   507,00  2010 11 20A
    677882770164FREGA TEKA UNIVERSO 1 1/2C REV                                    73,15      ,00   130,00  2010 11 20A
    678282600290KIT ACCESORIOS SONY ACC-HDH6                                      87,27      ,00      ,00  2010 11 20A
    679481480030FRIGC LG GR-4693 LCP                                             702,11  1049,00      ,00  2010 11 20A
    679981480025FRIGA LG GR-P2374 ENR                                           1439,48  2199,00      ,00  2010 11 20A
    680081480025FRIGA LG GR-L2378 ECP                                           1267,39  2149,00      ,00  2010 11 20A
    680980870590RECAMBIO BOLA LAVADO DI/4     ROBBY WASH AZUL (RE10MB)             9,11      ,00    13,90& 2010 11 20A
    681481590635CONSOLA MICROSOFT XBOX360 ARC /LEGO IND-KUNFU PANDA/GOW 2        172,36      ,00   209,90& 2010 11 20A
    681782050392TELEF PANASONIC KX-TG1311 SPV                                     16,40      ,00    23,35& 2010 11 20A
    681882050392TELEF PANASONIC KX-TG1311 SPY                                     16,40      ,00    23,35& 2010 11 20A
    682382050392TELEF PANASONIC KX-TG8012 SPS                                     47,53      ,00    69,95  2010 11 20A
    682682050392TELEF PANASONIC KX-TG8411 SPW                                     40,97      ,00    61,00  2010 11 20A
    682783880590DISPEN CAPSULAS IRIS 3298-I   (CAPSULAS DOLÇE GUSTO)               9,79      ,00    19,90& 2010 11 20A
    682881379119DISPEN CAPSULAS IRIS 3298-I   (CAPSULAS DOLÇE GUSTO)(PROMO)         ,01      ,00      ,00  2010 11 20A
    682983870648MAQUINA DE COSER ALFA 3050                                       422,53   689,00      ,00  2010 11 20A
    683080750005VINOTECA FAGOR FSV-125                                           450,84   695,00      ,00  2010 11 20A
    683781620673PROYECTOR MITSUBISHI EX52U    3000LM (EX52U)                     707,55      ,00   899,00  2010 11 20A
    684680750030FRIGC FAGOR FFA-6715 PN                                          534,49   825,00      ,00  2010 11 20A
    685980750030FRIGC FAGOR FFA-6815 PN                                          565,77   875,00      ,00  2010 11 20A
    686080750030FRIGC FAGOR FFA-6815 P                                           565,77   875,00      ,00  2010 11 20A
    686880750050LAVAF FAGOR 3F-3612 ITB                                          419,67   649,00      ,00  2010 11 20A
    687080750060LAVAS FAGOR FT-3106 N                                            312,86   485,00      ,00  2010 11 20A
    687180750068LAVAD-SECAD FAGOR FT-4136 S                                      621,74   965,00      ,00  2010 11 20A
    687280750080LAVJS FAGOR ES-28                                                412,51   639,00      ,00  2010 11 20A
    687380750080LAVJS FAGOR ES-30 IT                                             518,77   805,00      ,00  2010 11 20A
    687480750080LAVJS FAGOR 1LF-011 SX                                           332,17   509,00      ,00  2010 11 20A
    687580750580ACC. FAGOR SPA                                                    12,87    20,00      ,00  2010 11 20A
    687680750580ACC. FAGOR FILTRO BIO                                             16,74    26,00      ,00  2010 11 20A
    687780750580ACC. FAGOR FILTRO SPA                                              3,86     6,00      ,00  2010 11 20A
    687980750580ACC. FAGOR AFC-32                                                 18,67    29,00      ,00  2010 11 20A
    688080750580ACC. FAGOR AFC-64                                                 12,22    19,00      ,00  2010 11 20A
    688181950050LAVAF OTSEIN-HOOVER           DYN-10124 D                        415,93   639,00      ,00& 2010 11 20A
    688780750005VINOTECA FAGOR FSV-177                                           824,06  1275,00      ,00  2010 11 20A
    688980750050LAVAF FAGOR F-2612 B                                             293,55   455,00      ,00  2010 11 20A
    689281190615CT.NEGRO H.P. IMPRESORA C6380 N§364(CB316EE)(CB316EE#301)          6,52      ,00    10,90  2010 11 20A
    689381190615CT.CYAN H.P. IMPRESORA C6380  N§364  (CB318EE)                     5,66      ,00     7,99  2010 11 20A
    689481190615CT.YELLOW H.P. IMPRESORA C6380N§364  (CB320EE)                     5,66      ,00     7,99  2010 11 20A
    689581190615CT.MAGENTA H.P.IMPRESORA C6380N§364  (CB319EE)                     5,66      ,00     7,99  2010 11 20A
    690381190615CT. TRICOLOR HP N§342(C9361EE)PARA IMPRESORA PSC-1510             12,13      ,00    16,99  2010 11 20A
    691981420615CT. TRICOLOR LEXMARK N§43XL   (18YX143BR) PARA IMPR. P350         20,29      ,00    26,99& 2010 11 20A
    692481190615CT.NEGRO H.P. FOTOGRAFICO     N§364XL (CB322EE)                   11,41      ,00    14,99  2010 11 20A
    692581190615CT.AMARILLO H.P. FOTOGRAFICO  N§364XL (CB325EE)                   11,08      ,00    14,99  2010 11 20A
    692681190615CT.CYAN H.P. FOTOGRAFICO      N§364XL (CB323EE)                   11,08      ,00    14,99  2010 11 20A
    692781190615CT.MAGENTA H.P. FOTOGRAFICO   N§364XL (CB324EE)                   11,08      ,00    14,99  2010 11 20A
    692882100030FRIGC WHIRLPOOL ARC-5290                                         415,63      ,00   629,00  2010 11 20A
    692982030300SISTEMA PIONEER PDX-Z9 C3                                        544,47      ,00   799,00  2010 11 20A
    693070009119TRAVEL BAG NESPRESSO                                                ,01      ,00      ,00  2010 11 20A
    694281480025FRIGA LG GR-B2176 EW                                             732,68  1099,00      ,00  2010 11 20A
    694681480070SECADORA LG TD-90115 GN                                          675,91  1029,00      ,00  2010 11 20A
    694781480070SECADORA LG TD-C80110 EB                                         444,16   679,00      ,00  2010 11 20A
    694881480070SECADORA LG TD-C90110 GB                                         622,65   949,00      ,00  2010 11 20A
    694981480080LAVJS LG LD-4321 W                                               363,76   599,00      ,00  2010 11 20A
    695081480080LAVJS LG LD-4421 M            (TERCERA BANDEJA)                  444,16   729,00      ,00  2010 11 20A
    695181480080LAVJS LG LD-4421 NV                                              568,02   869,00      ,00  2010 11 20A
    695281480080LAVJS LG LD-4421 PV           (TERCERA BANDEJA )                 508,60   799,00      ,00& 2010 11 20A
    695381480105MICRON LG MC-8088 HRC                                            211,83   349,00      ,00  2010 11 20A
    696085800080LAVJS INDESIT DFP 584 NX EU   (LINEA PRIME)                      352,66   555,00      ,00  2010 11 20A
    696181480405ASPIR LG V-C6820 NHAQ                                             97,18   169,00      ,00  2010 11 20A
    696281480405ASPIR LG V-K8820 NHAQ                                            144,35   229,00      ,00  2010 11 20A
    696381480405ASPIR LG V-K9820 NHAQT                                           183,24   319,00      ,00  2010 11 20A
    696483300115ENCIM INDUC ZANUSSI ZIT-649 BV(EX)                               305,32   459,00      ,00& 2010 11 20A
    696583300100HORNO ZANUSSI ZOB-461 X       (EX)                               184,08   299,00      ,00& 2010 11 20A
    697683920102HORNOPI HOTPOINT-ARISTON      OS-992 DPIX/HA                     509,46      ,00   799,00  2010 11 20A
    697783920102HORNOPI HOTPOINT-ARISTON      FZ-62 GP.1 IX/Y/HA                 305,27      ,00   479,00  2010 11 20A
    697983920100HORNO HOTPOINT-ARISTON        OS-992 DCIX/HA                     468,69      ,00   759,00  2010 11 20A
    698283920115ENCIM INDUC HOTPOINT-ARISTON  KIC-631 TB/(HA)                    287,94      ,00   459,00& 2010 11 20A
    698383920113ENCIM VITRO HOTPOINT-ARISTON  KRC-631 TB                         253,55      ,00   401,00  2010 11 20A
    698483920110ENCIM HOTPOINT-ARISTON        PZ-640 T(IX)/HA                    170,03      ,00   275,00& 2010 11 20A
    698983920060LAVAS HOTPOINT-ARISTON        ARTXL-109 (EU)                     277,54      ,00   449,00& 2010 11 20A
    699183920070SECADORA HOTPOINT-ARISTON     AQCF-851 BU (EU)                   297,61      ,00   519,00& 2010 11 20A
    699683920030FRIGC HOTPOINT-ARISTON        SBM-1812 F (FR)/HA (INOX)          401,10      ,00   659,00  2010 11 20A
    699783920030FRIGC HOTPOINT-ARISTON        SBM-1811 F (FR)/HA (BLANCO)        309,97      ,00   459,00& 2010 11 20A
    699883920015FRIGCO HOTPOINT-ARISTON       SDS-1721/HA                        374,39      ,00   599,00  2010 11 20A
    699983920045CONV HOTPOINT5-ARISTON        UPS-1711 F/HA                      424,68      ,00   659,00& 2010 11 20A
    700482050392TELEF PANASONIC KX-TGA641 EXT                                     18,51      ,00    27,45  2010 11 20A
    700983920102HORNOPI HOTPOINT-ARISTON      F-48 1012 GP.1 IX/HA               590,85      ,00   955,00  2010 11 20A
    701083920102HORNOPI HOTPOINT-ARISTON      FZ-1032 GP.1F IX/HA                354,41      ,00   579,00  2010 11 20A
    701183920102HORNOPI HOTPOINT-ARISTON      FQ-103 GP.1 (ICE)F/HA              457,41      ,00   739,00  2010 11 20A
    701383920102HORNOPI HOTPOINT-ARISTON      F-89 GP.1 IX F/HA                  305,10      ,00   499,00  2010 11 20A
    701683920100HORNO HOTPOINT-ARISTON        OS-992 CIX/HA                      404,33      ,00   655,00  2010 11 20A
    701884650285MEMORIA USB 2.0 KINGSTON MINI SLIM 4GB (DTMS/4GB)                  8,46      ,00    13,90  2010 11 20A
    702083920100HORNO HOTPOINT-ARISTON        F-48L 1012 G.1IX/HA                566,14      ,00   915,00  2010 11 20A
    702383920100HORNO HOTPOINT-ARISTON        F-532 C.1 IX/HA                    302,97      ,00   489,00  2010 11 20A
    702582770100HORNO TEKA HE-521 ES BLANCO   (EX)(41590020)                     171,54      ,00   265,00  2010 11 20A
    702682050392TELEF PANASONIC KX-TG6451 EX2                                     56,86      ,00    81,35  2010 11 20A
    702782050404AURICULAR TELEFONO PANASONIC  KX-TCA94 EXB                        11,67      ,00    17,25  2010 11 20A
    702983920100HORNO HOTPOINT-ARISTON        FT-95 VC.1 (AN)/HA                 263,43      ,00   425,00  2010 11 20A
    704083920100HORNO HOTPOINT-ARISTON        MB-91.3 IX/HA                      566,59      ,00   925,00  2010 11 20A
    704181190615CT.TRICOLOR H.P. N.901 PARA   IMPRESORA J4580 (CC656AE)           13,59      ,00    19,90  2010 11 20A
    704281190615CT.NEGRO H.P. N.901 PARA      IMPRESORA J4580 (CC653AE)            9,86      ,00    14,90  2010 11 20A
    704383920100HORNO HOTPOINT-ARISTON        SO-100/HA                          519,18      ,00   839,00  2010 11 20A
    704583920100HORNO HOTPOINT-ARISTON        MWAZ-323 IX/HA                     454,93      ,00   735,00  2010 11 20A
    704683920105MICRON HOTPOINT-ARISTON       MWAZ-322 IX/HA                     362,28      ,00   585,00  2010 11 20A
    704783920105MICRON HOTPOINT-ARISTON       MWAH-222 AX                        312,86      ,00   505,00  2010 11 20A
    704983920105MICRON HOTPOINT-ARISTON       MWAH-212 IX                        278,26      ,00   449,00  2010 11 20A
    705083920105MICRON HOTPOINT-ARISTON       MWA-122/HA                         257,26      ,00   415,00  2010 11 20A
    705183920105MICRON HOTPOINT-ARISTON       MWA-112/HA                         232,55      ,00   375,00  2010 11 20A
    705383920466CAFET HOTPOINT-ARISTON        MCA-16/HA                          723,04      ,00  1169,00  2010 11 20A
    705483920115ENCIM INDUC HOTPOINT-ARISTON  KIC-631 TX                         337,56      ,00   545,00  2010 11 20A
    705582890050LAVAF BOSCH WAE-20165 EP      (EX) (VARIO PERFECT)               287,64      ,00   439,00& 2010 11 20A
    705983920115ENCIM INDUC HOTPOINT-ARISTON  KIO-744 DD Z                       414,17      ,00   669,00  2010 11 20A
    706083920115ENCIM INDUC HOTPOINT-ARISTON  KIO-633 TZ                         380,81      ,00   615,00  2010 11 20A
    706183920115ENCIM INDUC HOTPOINT-ARISTON  KIC-641 X                          356,11      ,00   575,00  2010 11 20A
    706383920115ENCIM INDUC HOTPOINT-ARISTON  KEC-647 X                          312,86      ,00   505,00  2010 11 20A
    706483920113ENCIM VITRO HOTPOINT-ARISTON  KRO-742 TOZ                        309,15      ,00   499,00  2010 11 20A
    706583920113ENCIM VITRO HOTPOINT-ARISTON  KRO-632 TDZ                        290,61      ,00   469,00  2010 11 20A
    706783920113ENCIM VITRO HOTPOINT-ARISTON  KRO-642 DZ                         253,55      ,00   409,00  2010 11 20A
    706883920113ENCIM VITRO HOTPOINT-ARISTON  KRA-631 TX                         238,73      ,00   385,00  2010 11 20A
    706983920113ENCIM VITRO HOTPOINT-ARISTON  KRC-641 DX                         226,37      ,00   365,00  2010 11 20A
    707083920113ENCIM VITRO HOTPOINT-ARISTON  KRA-640 B                          180,74      ,00   289,00  2010 11 20A
    707183920113ENCIM VITRO HOTPOINT-ARISTON  KRA-640 X                          195,49      ,00   315,00  2010 11 20A
    707383920110ENCIM HOTPOINT-ARISTON        TD-751 S(BK) GH/HA                 278,26      ,00   449,00  2010 11 20A
    707483920110ENCIM HOTPOINT-ARISTON        PZ-750 R GH/HA                     265,91      ,00   429,00  2010 11 20A
    707583920110ENCIM HOTPOINT-ARISTON        TD-740 S (ICE)IX/HA                259,74      ,00   419,00  2010 11 20A
    707983920115ENCIM INDUC HOTPOINT-ARISTON  DZ-2KIL (IX)/HA                    327,68      ,00   529,00  2010 11 20A
    708083920113ENCIM VITRO HOTPOINT-ARISTON  DZ-2KL (IX)/HA                     210,32      ,00   339,00  2010 11 20A
    708183920110ENCIM HOTPOINT-ARISTON        DZF (IX)/HA (FREIDORA INOX)        207,84      ,00   335,00  2010 11 20A
    708283920110ENCIM HOTPOINT-ARISTON        DZB (IX)/HA (BARBACOA INOX)        201,66      ,00   325,00  2010 11 20A
    708483920110ENCIM HOTPOINT-ARISTON        DZ-02 IX (IX)/HA                    92,93      ,00   149,00  2010 11 20A
    708682050335CAM-FOTO PANASONIC DMC-FS62   EG-P                               107,40      ,00   150,00& 2010 11 20A
    708883920160CAMP HOTPOINT-ARISTON         HZTH-9 IX                          637,17      ,00  1030,00  2010 11 20A
    709083920160CAMP HOTPOINT-ARISTON         HBH-120 IX/HA                      380,81      ,00   615,00  2010 11 20A
    709283920160CAMP HOTPOINT-ARISTON         XH-90 IX/HA                        380,81      ,00   615,00  2010 11 20A
    709382050285TARJETA PANASONIC RP-SDR02    GE-1A (2GB)                          6,55      ,00      ,00& 2010 11 20A
    709583920160CAMP HOTPOINT-ARISTON         HZV-9IX/HA                         488,30      ,00   789,00  2010 11 20A
    710283920160CAMP HOTPOINT-ARISTON         HDF-90 IX/HA                       358,56      ,00   579,00  2010 11 20A
    710683510809ACOND DAITSU ASD-12 IA                                           342,91      ,00      ,00  2010 11 20A
    710883920160CAMP HOTPOINT-ARISTON         HZ-9 IX/HA                         290,61      ,00   469,00  2010 11 20A
    711083920160CAMP HOTPOINT-ARISTON         HB-90.ER (AN)/HA                   228,84      ,00   369,00  2010 11 20A
